1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,32,31,33,35,36,37,39,41
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,32,31,33,35,36,38,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,32,31,34,37,38,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,32,31,34,39,41,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,40,39,34,33,35,36,38,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,40,39,37,38,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,24,23,25,26,28,40,41,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,32,31,33,35,36,37,39,41,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,32,31,33,35,36,38,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,32,31,34,37,38,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,32,31,34,39,41,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,40,39,34,33,35,36,38,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,40,39,37,38,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,27,28,40,41,,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,31,33,35,36,37,39,41,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,31,33,35,36,38,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,31,34,37,38,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,31,34,39,41,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,32,40,39,34,33,35,36,38,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,32,40,39,37,38,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,29,32,40,41,,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,33,31,32,40,39,37,38,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,33,31,32,40,41,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,33,34,37,38,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,33,34,39,41,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,35,36,37,34,31,32,40,41,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,35,36,37,39,41,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,20,22,30,35,36,38,,,,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,24,23,25,26,28,32,31,34,37,38,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,24,23,25,26,28,32,31,34,39,41,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,24,23,25,26,28,40,39,37,38,,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,24,23,25,26,28,40,41,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,27,28,32,31,34,37,38,,,,,,
1,3,4,6,8,10,13,14,15,16,17,19,21,30,27,28,32,31,34,39,41,,,,,,
